100,石狩地方北部,43.4151931842515,141.49525560707
101,石狩地方中部,43.010872239411,141.291800149006
102,石狩地方南部,42.8401853638524,141.496898327669
105,渡島地方北部,42.2715261571357,140.227924212031
106,渡島地方東部,41.9171303977866,140.730104639953
107,渡島地方西部,41.5890677088811,140.250720331631
110,檜山地方,42.1200892176946,140.117224870458
115,後志地方北部,43.1570832606841,140.766313140274
116,後志地方東部,42.8279967803352,140.848074079286
117,後志地方西部,42.8212795958583,140.381809567057
119,北海道奥尻島,42.1553384492168,139.473175204362
120,空知地方北部,43.8088241231416,142.003884974433
121,空知地方中部,43.510911886567,141.982748253998
122,空知地方南部,43.1340267466936,141.912806597305
125,上川地方北部,44.3385114570841,142.392451316326
126,上川地方中部,43.735583365414,142.644551805745
127,上川地方南部,43.2002642741056,142.504343797753
130,留萌地方中北部,44.4989700095592,141.878134955653
131,留萌地方南部,43.9417545962386,141.733774434506
135,宗谷地方北部,45.1894445178067,141.918210986196
136,宗谷地方南部,44.8665568352299,142.43855171702
139,北海道利尻礼文,45.2387861660525,141.166627699514
140,網走地方,43.8152965753998,144.382103894481
141,北見地方,43.8226200374306,143.673887997429
142,紋別地方,44.1637059557543,143.183999955972
145,胆振地方西部,42.613359798762,140.894124905183
146,胆振地方中東部,42.6805610965227,141.697396642325
150,日高地方西部,42.7170038822428,142.406748749235
151,日高地方中部,42.4684979347206,142.58710610633
152,日高地方東部,42.2081311544082,142.999868946709
155,十勝地方北部,43.3665628834425,143.2988585723
156,十勝地方中部,42.9092933852102,143.296318802107
157,十勝地方南部,42.4845011298408,143.153859068292
160,釧路地方北部,43.5472480898255,144.399883448184
161,釧路地方中南部,43.180280482733,144.390527256347
165,根室地方北部,43.7457962290942,144.960978939025
166,根室地方中部,43.3921494419389,145.017145856032
167,根室地方南部,43.3154699204573,145.585475423304
200,青森県津軽北部,40.9012879819584,140.602759340444
201,青森県津軽南部,40.5837111506307,140.355676664483
202,青森県三八上北,40.6162098596363,141.217603896412
203,青森県下北,41.3095280542848,141.077901041411
210,岩手県沿岸北部,39.8488708107972,141.720190761799
211,岩手県沿岸南部,39.2071220069916,141.702753491058
212,岩手県内陸北部,39.931554542287,141.183482398172
213,岩手県内陸南部,39.2215346022004,141.160891785618
220,宮城県北部,38.7081798510326,141.022771333641
221,宮城県南部,38.0409381021126,140.661089277841
222,宮城県中部,38.3899877375334,141.004064365124
230,秋田県沿岸北部,40.1200513403522,140.096455999147
231,秋田県沿岸南部,39.4444677774327,140.171307132117
232,秋田県内陸北部,40.169818598738,140.578371768009
233,秋田県内陸南部,39.4107479536497,140.555936110668
240,山形県庄内,38.7268035929364,139.885451803039
241,山形県最上,38.7924891508531,140.295120305627
242,山形県村山,38.3859722184277,140.279056046712
243,山形県置賜,37.9990598165106,139.976229298984
250,福島県中通り,37.3914691547508,140.412029876442
251,福島県浜通り,37.3509163241567,140.838009636233
252,福島県会津,37.3884896876914,139.696186888682
300,茨城県北部,36.5650203041214,140.4501572932
301,茨城県南部,36.0932846746818,140.201946458283
310,栃木県北部,36.8824768612142,139.796845705343
311,栃木県南部,36.512030461272,139.834443306022
320,群馬県北部,36.6945826617991,138.928782969845
321,群馬県南部,36.3350541464469,139.031683822158
330,埼玉県北部,36.120612876943,139.362415936756
331,埼玉県南部,35.9073583025148,139.545329395159
332,埼玉県秩父,35.9859328237761,138.960967734764
340,千葉県北東部,35.651395253314,140.471172440167
341,千葉県北西部,35.6937245250665,140.134108404433
